"","date","sst"
"1095",2016-03-10,20.2639
"1096",2016-03-11,20.7949
"1097",2016-03-12,20.6471
"1098",2016-03-13,21.4098
"1099",2016-03-14,20.9957
"1100",2016-03-15,20.7476
"1101",2016-03-16,20.9132
"1102",2016-03-17,20.4211
"1103",2016-03-18,20.3218
"1104",2016-03-19,20.6221
"1105",2016-03-20,20.7456
"1106",2016-03-21,20.3271
"1107",2016-03-22,21.1373
"1108",2016-03-23,22.1682
"1109",2016-03-24,21.5192
"1110",2016-03-25,22.3516
"1111",2016-03-26,22.3922
"1112",2016-03-27,22.4298
"1113",2016-03-28,22.4639
"1114",2016-03-29,22.262
"1115",2016-03-30,22.1577
"1116",2016-03-31,22.4618
"1117",2016-04-01,21.9723
"1118",2016-04-02,21.4631
"1119",2016-04-03,21.5318
"1120",2016-04-04,21.3555
"1121",2016-04-05,22.4926
"1122",2016-04-06,22.4353
"1123",2016-04-07,22.5931
"1124",2016-04-08,23.0525
"1125",2016-04-09,23.5196
"1126",2016-04-10,23.4443
"1127",2016-04-11,23.4655
"1128",2016-04-12,23.6108
"1129",2016-04-13,24.1166
"1130",2016-04-14,23.8545
"1131",2016-04-15,23.747
"1132",2016-04-16,24.5058
"1133",2016-04-17,24.3573
"1134",2016-04-18,24.2771
"1135",2016-04-19,24.9542
"1136",2016-04-20,25.2251
"1137",2016-04-21,25.014
"1138",2016-04-22,25.5129
"1139",2016-04-23,25.8394
"1140",2016-04-24,26.6187
"1141",2016-04-25,26.7831
"1142",2016-04-26,27.0498
"1143",2016-04-27,27.3619
"1144",2016-04-28,27.4653
"1145",2016-04-29,27.6993
"1146",2016-04-30,26.8942
"1147",2016-05-01,26.9099
"1148",2016-05-02,26.6011
"1149",2016-05-03,27.3115
"1150",2016-05-04,27.5819
"1151",2016-05-05,28.2252
"1152",2016-05-06,28.0743
"1153",2016-05-07,28.7106
"1154",2016-05-08,29.0455
"1155",2016-05-09,29.1967
"1156",2016-05-10,29.0843
"1157",2016-05-11,29.1179
"1158",2016-05-12,29.9722
"1159",2016-05-13,30.3084
"1160",2016-05-14,29.803
"1161",2016-05-15,29.6845
"1162",2016-05-16,30.5032
"1163",2016-05-17,30.3937
"1164",2016-05-18,30.757
"1165",2016-05-19,30.8789
"1166",2016-05-20,30.1292
"1167",2016-05-21,29.5999
"1168",2016-05-22,29.7712
"1169",2016-05-23,29.5974
"1170",2016-05-24,29.9225
"1171",2016-05-25,29.1441
"1172",2016-05-26,29.1346
"1173",2016-05-27,28.4427
"1174",2016-05-28,28.9589
"1175",2016-05-29,29.475
"1176",2016-05-30,30.2622
"1177",2016-05-31,30.0618
"1178",2016-06-01,29.7468
"1179",2016-06-02,30.0192
"1180",2016-06-03,29.6996
"1181",2016-06-04,30.6959
"1182",2016-06-05,30.7329
"1183",2016-06-06,31.4057
"1184",2016-06-07,31.1051
"1185",2016-06-08,30.7474
"1186",2016-06-09,31.2514
"1187",2016-06-10,31.4394
"1188",2016-06-11,31.7355
"1189",2016-06-12,30.9608
"1190",2016-06-13,30.7664
"1191",2016-06-14,30.379
"1192",2016-06-15,30.0021
"1193",2016-06-16,30.6001
"1194",2016-06-17,29.9504
"1195",2016-06-18,30.6531
"1196",2016-06-19,31.1286
"1197",2016-06-20,30.8046
"1198",2016-06-21,30.6454
"1199",2016-06-22,31.1367
"1200",2016-06-23,31.4041
"1201",2016-06-24,32.1999
"1202",2016-06-25,32.4449
"1203",2016-06-26,32.5368
"1204",2016-06-27,32.9591
"1205",2016-06-28,33.0485
"1206",2016-06-29,33.2456
"1207",2016-06-30,33.2061
"1208",2016-07-01,32.0895
"1209",2016-07-02,32.3473
"1210",2016-07-03,32.3628
"1211",2016-07-04,32.1576
"1212",2016-07-05,32.9168
"1213",2016-07-06,33.2666
"1214",2016-07-07,33.5819
"1215",2016-07-08,33.4758
"1216",2016-07-09,33.2953
"1217",2016-07-10,32.9717
"1218",2016-07-11,33.2048
"1219",2016-07-12,32.6619
"1220",2016-07-13,32.7784
"1221",2016-07-14,32.3983
"1222",2016-07-15,32.9177
"1223",2016-07-16,33.0297
"1224",2016-07-17,33.2717
"1225",2016-07-18,33.8511
"1226",2016-07-19,34.0396
"1227",2016-07-20,34.3247
"1228",2016-07-21,34.3958
"1229",2016-07-22,34.4231
"1230",2016-07-23,34.3799
"1231",2016-07-24,34.2221
"1232",2016-07-25,34.0663
"1233",2016-07-26,34.2409
"1234",2016-07-27,34.4501
"1235",2016-07-28,34.7221
"1236",2016-07-29,34.6952
"1237",2016-07-30,34.169
"1238",2016-07-31,34.4382
"1239",2016-08-01,34.7652
"1240",2016-08-02,35
"1241",2016-08-03,34.5738
"1242",2016-08-04,34.9153
"1243",2016-08-05,34.4605
"1244",2016-08-06,35
"1245",2016-08-07,34.9199
"1246",2016-08-08,34.914
"1247",2016-08-09,34.7333
"1248",2016-08-10,35
"1249",2016-08-11,35
"1250",2016-08-12,35
"1251",2016-08-13,34.8941
"1252",2016-08-14,35
"1253",2016-08-15,35
"1254",2016-08-16,34.9491
"1255",2016-08-17,34.7887
"1256",2016-08-18,34.7544
"1257",2016-08-19,34.342
"1258",2016-08-20,35.0701
"1259",2016-08-21,34.8014
"1260",2016-08-22,34.8482
"1261",2016-08-23,35.2029
"1262",2016-08-24,34.9243
"1263",2016-08-25,35.0079
"1264",2016-08-26,35.0839
"1265",2016-08-27,35.0373
"1266",2016-08-28,34.9988
"1267",2016-08-29,34.9889
"1268",2016-08-30,35.0635
"1269",2016-08-31,35.1692
"1270",2016-09-01,34.7525
"1271",2016-09-02,34.5637
"1272",2016-09-03,35.1277
"1273",2016-09-04,35.1777
"1274",2016-09-05,34.9121
"1275",2016-09-06,34.3665
"1276",2016-09-07,34.1426
"1277",2016-09-08,33.971
"1278",2016-09-09,33.7124
"1279",2016-09-10,33.6626
"1280",2016-09-11,33.4435
"1281",2016-09-12,33.6838
"1282",2016-09-13,33.4716
"1283",2016-09-14,33.4946
"1284",2016-09-15,33.6113
"1285",2016-09-16,33.8442
"1286",2016-09-17,33.5144
"1287",2016-09-18,33.7505
"1288",2016-09-19,33.3816
"1289",2016-09-20,33.342
"1290",2016-09-21,33.0547
"1291",2016-09-22,32.7658
"1292",2016-09-23,32.9675
"1293",2016-09-24,32.9801
"1294",2016-09-25,32.8338
"1295",2016-09-26,32.6364
"1296",2016-09-27,32.4921
"1297",2016-09-28,32.5719
"1298",2016-09-29,32.0862
"1299",2016-09-30,31.6542
"1300",2016-10-01,31.2085
"1301",2016-10-02,30.6498
"1302",2016-10-03,30.1393
"1303",2016-10-04,30.6287
"1304",2016-10-05,30.6413
"1305",2016-10-06,30.5533
"1306",2016-10-07,30.5805
"1307",2016-10-08,30.4812
"1308",2016-10-09,30.5038
"1309",2016-10-10,30.3431
"1310",2016-10-11,30.6099
"1311",2016-10-12,30.5896
"1312",2016-10-13,30.5066
"1313",2016-10-14,30.0431
"1314",2016-10-15,30.2325
"1315",2016-10-16,30.0748
"1316",2016-10-17,29.9666
"1317",2016-10-18,30.1029
"1318",2016-10-19,29.9362
"1319",2016-10-20,30.0173
"1320",2016-10-21,29.8928
"1321",2016-10-22,29.605
"1322",2016-10-23,29.2694
"1323",2016-10-24,29.252
"1324",2016-10-25,29.5586
"1325",2016-10-26,29.3189
"1326",2016-10-27,29.6332
"1327",2016-10-28,29.6862
"1328",2016-10-29,29.7259
"1329",2016-10-30,29.4798
"1330",2016-10-31,29.3325
"1331",2016-11-01,29.2811
"1332",2016-11-02,29.2836
"1333",2016-11-03,28.7043
"1334",2016-11-04,29.0346
"1335",2016-11-05,28.9201
"1336",2016-11-06,28.7218
"1337",2016-11-07,28.5642
"1338",2016-11-08,28.6126
"1339",2016-11-09,28.4528
"1340",2016-11-10,28.1089
"1341",2016-11-11,28.0129
"1342",2016-11-12,27.7451
"1343",2016-11-13,27.5819
"1344",2016-11-14,27.6903
"1345",2016-11-15,27.6491
"1346",2016-11-16,27.6473
"1347",2016-11-17,27.5111
"1348",2016-11-18,27.4519
"1349",2016-11-19,27.5504
"1350",2016-11-20,27.3238
"1351",2016-11-21,26.9651
"1352",2016-11-22,26.8623
"1353",2016-11-23,26.7394
"1354",2016-11-24,26.3821
"1355",2016-11-25,26.5763
"1356",2016-11-26,26.573
"1357",2016-11-27,26.6125
"1358",2016-11-28,26.4953
"1359",2016-11-29,26.2742
"1360",2016-11-30,26.0059
"1361",2016-12-01,25.6934
"1362",2016-12-02,25.8691
"1363",2016-12-03,25.9545
"1364",2016-12-04,26.0656
"1365",2016-12-05,25.9996
"1366",2016-12-06,25.6994
"1367",2016-12-07,25.2466
"1368",2016-12-08,25.2018
"1369",2016-12-09,25.04
"1370",2016-12-10,25.0471
"1371",2016-12-11,25.0772
"1372",2016-12-12,24.7733
"1373",2016-12-13,24.6516
"1374",2016-12-14,24.3724
"1375",2016-12-15,23.9747
"1376",2016-12-16,24.3341
"1377",2016-12-17,23.3896
"1378",2016-12-18,23.4475
"1379",2016-12-19,22.5853
"1380",2016-12-20,23.031
"1381",2016-12-21,23.0766
"1382",2016-12-22,23.305
"1383",2016-12-23,22.9999
"1384",2016-12-24,23.1841
"1385",2016-12-25,23.1093
"1386",2016-12-26,22.9536
"1387",2016-12-27,23.6387
"1388",2016-12-28,23.1424
"1389",2016-12-29,23.4796
"1390",2016-12-30,23.2838
"1391",2016-12-31,23.2238
"1392",2017-01-01,22.7528
"1393",2017-01-02,22.7057
"1394",2017-01-03,22.8315
"1395",2017-01-04,22.6778
"1396",2017-01-05,22.4505
"1397",2017-01-06,22.5474
"1398",2017-01-07,22.0299
"1399",2017-01-08,22.1186
"1400",2017-01-09,22.1853
"1401",2017-01-10,21.8545
"1402",2017-01-11,21.797
"1403",2017-01-12,21.5581
"1404",2017-01-13,21.7928
"1405",2017-01-14,21.3128
"1406",2017-01-15,21.3738
"1407",2017-01-16,21.2255
"1408",2017-01-17,21.6427
"1409",2017-01-18,21.1796
"1410",2017-01-19,21.1954
"1411",2017-01-20,21.3717
"1412",2017-01-21,21.104
"1413",2017-01-22,21.2422
"1414",2017-01-23,21.4883
"1415",2017-01-24,21.1013
"1416",2017-01-25,20.9378
"1417",2017-01-26,21.0648
"1418",2017-01-27,21.0325
"1419",2017-01-28,20.6503
"1420",2017-01-29,20.8103
"1421",2017-01-30,20.5552
"1422",2017-01-31,20.1089
"1423",2017-02-01,20.1536
"1424",2017-02-02,20.113
"1425",2017-02-03,20.263
"1426",2017-02-04,20.1351
"1427",2017-02-05,20.1289
"1428",2017-02-06,19.9831
"1429",2017-02-07,20.0025
"1430",2017-02-08,19.6232
"1431",2017-02-09,19.628
"1432",2017-02-10,19.5644
"1433",2017-02-11,19.63
"1434",2017-02-12,19.4228
"1435",2017-02-13,19.169
"1436",2017-02-14,19.4078
"1437",2017-02-15,19.2153
"1438",2017-02-16,19.0707
"1439",2017-02-17,19.6375
"1440",2017-02-18,18.9059
"1441",2017-02-19,19.0106
"1442",2017-02-20,19.2603
"1443",2017-02-21,18.7688
"1444",2017-02-22,18.9576
"1445",2017-02-23,18.4183
"1446",2017-02-24,18.4996
"1447",2017-02-25,18.7923
"1448",2017-02-26,19.2062
"1449",2017-02-27,19.0486
"1450",2017-02-28,19.2746
"1451",2017-03-01,19.0318
"1452",2017-03-02,18.8363
"1453",2017-03-03,19.1651
"1454",2017-03-04,19.3529
"1455",2017-03-05,19.2843
"1456",2017-03-06,19.7482
"1457",2017-03-07,19.6254
"1458",2017-03-08,19.6253
"1459",2017-03-09,20.3722
"1460",2017-03-10,20.3906
"1461",2017-03-11,20.4054
"1462",2017-03-12,20.2445
"1463",2017-03-13,20.064
"1464",2017-03-14,19.4633
"1465",2017-03-15,19.7467
"1466",2017-03-16,19.7727
"1467",2017-03-17,19.8943
"1468",2017-03-18,20.2163
"1469",2017-03-19,20.0189
"1470",2017-03-20,20.3828
"1471",2017-03-21,20.9774
"1472",2017-03-22,20.073
"1473",2017-03-23,20.6643
"1474",2017-03-24,20.5312
"1475",2017-03-25,20.2076
"1476",2017-03-26,20.6062
"1477",2017-03-27,21.3875
"1478",2017-03-28,21.5221
"1479",2017-03-29,21.5053
"1480",2017-03-30,21.9975
"1481",2017-03-31,22.9148
"1482",2017-04-01,23.4436
"1483",2017-04-02,23.8164
"1484",2017-04-03,23.5562
"1485",2017-04-04,22.9415
"1486",2017-04-05,22.8055
"1487",2017-04-06,22.548
"1488",2017-04-07,23.1125
"1489",2017-04-08,23.1251
"1490",2017-04-09,23.3696
"1491",2017-04-10,24.2581
"1492",2017-04-11,24.3137
"1493",2017-04-12,24.6684
"1494",2017-04-13,25.0304
"1495",2017-04-14,25.6707
"1496",2017-04-15,25.1282
"1497",2017-04-16,25.3916
"1498",2017-04-17,24.9403
"1499",2017-04-18,24.9448
"1500",2017-04-19,24.7382
"1501",2017-04-20,24.9493
"1502",2017-04-21,24.5462
"1503",2017-04-22,25.3139
"1504",2017-04-23,25.18
"1505",2017-04-24,25.7592
"1506",2017-04-25,25.4459
"1507",2017-04-26,25.3163
"1508",2017-04-27,25.4
"1509",2017-04-28,26.0925
"1510",2017-04-29,26.4099
"1511",2017-04-30,25.9813
"1512",2017-05-01,26.3256
"1513",2017-05-02,26.7466
"1514",2017-05-03,27.1172
"1515",2017-05-04,27.9001
"1516",2017-05-05,28.8075
"1517",2017-05-06,28.6963
"1518",2017-05-07,28.735
"1519",2017-05-08,28.7445
"1520",2017-05-09,28.514
"1521",2017-05-10,28.1442
"1522",2017-05-11,28.2388
"1523",2017-05-12,28.8952
"1524",2017-05-13,29.6716
"1525",2017-05-14,29.4769
"1526",2017-05-15,29.6961
"1527",2017-05-16,30.1099
"1528",2017-05-17,29.894
"1529",2017-05-18,29.6916
"1530",2017-05-19,30.0404
"1531",2017-05-20,29.991
"1532",2017-05-21,29.6153
"1533",2017-05-22,29.2349
"1534",2017-05-23,28.9309
"1535",2017-05-24,29.171
"1536",2017-05-25,29.1273
"1537",2017-05-26,29.5575
"1538",2017-05-27,29.6238
"1539",2017-05-28,29.7068
"1540",2017-05-29,29.9522
"1541",2017-05-30,29.7717
"1542",2017-05-31,29.5968
"1543",2017-06-01,29.1707
"1544",2017-06-02,28.5749
"1545",2017-06-03,29.0694
"1546",2017-06-04,29.4093
"1547",2017-06-05,29.4133
"1548",2017-06-06,29.3111
"1549",2017-06-07,29.8361
"1550",2017-06-08,30.5844
"1551",2017-06-09,30.9233
"1552",2017-06-10,30.8482
"1553",2017-06-11,31.214
"1554",2017-06-12,31.0825
"1555",2017-06-13,31.3663
"1556",2017-06-14,31.4984
"1557",2017-06-15,32.0986
"1558",2017-06-16,32.1098
"1559",2017-06-17,31.5296
"1560",2017-06-18,31.9873
"1561",2017-06-19,31.8035
"1562",2017-06-20,32.0184
"1563",2017-06-21,30.9397
"1564",2017-06-22,31.2783
"1565",2017-06-23,31.1629
"1566",2017-06-24,30.6602
"1567",2017-06-25,30.4327
"1568",2017-06-26,30.8289
"1569",2017-06-27,31.2583
"1570",2017-06-28,31.3779
"1571",2017-06-29,31.2288
"1572",2017-06-30,31.6214
"1573",2017-07-01,31.7191
"1574",2017-07-02,32.1315
"1575",2017-07-03,32.4477
"1576",2017-07-04,31.772
"1577",2017-07-05,33.0949
"1578",2017-07-06,33.0062
"1579",2017-07-07,33.1937
"1580",2017-07-08,32.3449
"1581",2017-07-09,32.8002
"1582",2017-07-10,33.5821
"1583",2017-07-11,33.7658
"1584",2017-07-12,33.2802
"1585",2017-07-13,32.3094
"1586",2017-07-14,33.0243
"1587",2017-07-15,32.6282
"1588",2017-07-16,32.8846
"1589",2017-07-17,33.0893
"1590",2017-07-18,32.6851
"1591",2017-07-19,33.5862
"1592",2017-07-20,33.7131
"1593",2017-07-21,34.3611
"1594",2017-07-22,34.4268
"1595",2017-07-23,34.8373
"1596",2017-07-24,34.5355
"1597",2017-07-25,34.4479
"1598",2017-07-26,34.532
"1599",2017-07-27,35.061
"1600",2017-07-28,33.8937
"1601",2017-07-29,34.3717
"1602",2017-07-30,34.4864
"1603",2017-07-31,34.1374
"1604",2017-08-01,34.1365
"1605",2017-08-02,34.3029
"1606",2017-08-03,34.5783
"1607",2017-08-04,34.2016
"1608",2017-08-05,35.0518
"1609",2017-08-06,34.7736
"1610",2017-08-07,34.8009
"1611",2017-08-08,35.3953
"1612",2017-08-09,35.4155
"1613",2017-08-10,35.1374
"1614",2017-08-11,35.5367
"1615",2017-08-12,34.8671
"1616",2017-08-13,35.0747
"1617",2017-08-14,35.332
"1618",2017-08-15,34.9166
"1619",2017-08-16,34.8367
"1620",2017-08-17,34.6636
"1621",2017-08-18,34.9522
"1622",2017-08-19,34.8088
"1623",2017-08-20,34.8156
"1624",2017-08-21,34.6454
"1625",2017-08-22,35.2395
"1626",2017-08-23,34.7874
"1627",2017-08-24,34.6986
"1628",2017-08-25,34.8135
"1629",2017-08-26,34.8524
"1630",2017-08-27,34.6881
"1631",2017-08-28,34.9394
"1632",2017-08-29,34.862
"1633",2017-08-30,34.8565
"1634",2017-08-31,34.7264
"1635",2017-09-01,34.7805
"1636",2017-09-02,34.8474
"1637",2017-09-03,34.6449
"1638",2017-09-04,34.7034
"1639",2017-09-05,34.3806
"1640",2017-09-06,34.4607
"1641",2017-09-07,34.3391
"1642",2017-09-08,34.4812
"1643",2017-09-09,33.7653
"1644",2017-09-10,33.3775
"1645",2017-09-11,34.3407
"1646",2017-09-12,34.1926
"1647",2017-09-13,33.9968
"1648",2017-09-14,33.975
"1649",2017-09-15,33.9507
"1650",2017-09-16,33.8438
"1651",2017-09-17,33.874
"1652",2017-09-18,33.976
"1653",2017-09-19,33.9156
"1654",2017-09-20,33.8078
"1655",2017-09-21,34.2452
"1656",2017-09-22,33.9078
"1657",2017-09-23,33.9567
"1658",2017-09-24,33.5166
"1659",2017-09-25,33.4716
"1660",2017-09-26,33.7555
"1661",2017-09-27,33.9171
"1662",2017-09-28,33.8612
"1663",2017-09-29,33.6318
"1664",2017-09-30,33.5209
"1665",2017-10-01,33.7479
"1666",2017-10-02,33.5767
"1667",2017-10-03,33.51
"1668",2017-10-04,32.8484
"1669",2017-10-05,32.6659
"1670",2017-10-06,32.3459
"1671",2017-10-07,32.3605
"1672",2017-10-08,32.2094
"1673",2017-10-09,32.438
"1674",2017-10-10,32.3171
"1675",2017-10-11,32.5632
"1676",2017-10-12,32.384
"1677",2017-10-13,31.8872
"1678",2017-10-14,31.7429
"1679",2017-10-15,31.5786
"1680",2017-10-16,31.5257
"1681",2017-10-17,30.9541
"1682",2017-10-18,31.0214
"1683",2017-10-19,31.1919
"1684",2017-10-20,31.0322
"1685",2017-10-21,30.837
"1686",2017-10-22,30.5312
"1687",2017-10-23,30.4552
"1688",2017-10-24,30.3659
"1689",2017-10-25,30.4111
"1690",2017-10-26,30.3959
"1691",2017-10-27,30.2611
"1692",2017-10-28,30.2113
"1693",2017-10-29,30.3387
"1694",2017-10-30,30.3154
"1695",2017-10-31,30.1261
"1696",2017-11-01,29.4661
"1697",2017-11-02,29.0484
"1698",2017-11-03,29.885
"1699",2017-11-04,29.9473
"1700",2017-11-05,29.8334
"1701",2017-11-06,29.9397
"1702",2017-11-07,29.603
"1703",2017-11-08,29.5457
"1704",2017-11-09,29.6382
"1705",2017-11-10,29.4557
"1706",2017-11-11,29.645
"1707",2017-11-12,28.9634
"1708",2017-11-13,29.5184
"1709",2017-11-14,28.959
"1710",2017-11-15,28.959
"1711",2017-11-16,28.6858
"1712",2017-11-17,28.6186
"1713",2017-11-18,28.416
"1714",2017-11-19,28.2669
"1715",2017-11-20,28.1282
"1716",2017-11-21,28.118
"1717",2017-11-22,28.0123
"1718",2017-11-23,27.8212
"1719",2017-11-24,27.5914
"1720",2017-11-25,27.7226
"1721",2017-11-26,27.5236
"1722",2017-11-27,26.7926
"1723",2017-11-28,26.863
"1724",2017-11-29,26.8299
"1725",2017-11-30,26.7167
"1726",2017-12-01,26.302
"1727",2017-12-02,26.0859
"1728",2017-12-03,26.0854
"1729",2017-12-04,25.8024
"1730",2017-12-05,25.7325
"1731",2017-12-06,25.6183
"1732",2017-12-07,25.6542
"1733",2017-12-08,25.4057
"1734",2017-12-09,24.7568
"1735",2017-12-10,25.4359
"1736",2017-12-11,25.279
"1737",2017-12-12,24.896
"1738",2017-12-13,24.6544
"1739",2017-12-14,24.3233
"1740",2017-12-15,24.2046
"1741",2017-12-16,24.2686
"1742",2017-12-17,23.9871
"1743",2017-12-18,24.0136
"1744",2017-12-19,23.8217
"1745",2017-12-20,23.9427
"1746",2017-12-21,23.8811
"1747",2017-12-22,23.9304
"1748",2017-12-23,23.8317
"1749",2017-12-24,23.2557
"1750",2017-12-25,23.9632
"1751",2017-12-26,23.797
"1752",2017-12-27,23.461
"1753",2017-12-28,23.2431
"1754",2017-12-29,23.0392
"1755",2017-12-30,23.1357
"1756",2017-12-31,23.2855
"1757",2018-01-01,23.1621
"1758",2018-01-02,23.2096
"1759",2018-01-03,23.0266
"1760",2018-01-04,23.1818
"1761",2018-01-05,22.2028
"1762",2018-01-06,22.2836
"1763",2018-01-07,22.3614
"1764",2018-01-08,22.2506
"1765",2018-01-09,22.0873
"1766",2018-01-10,22.1337
"1767",2018-01-11,22.5984
"1768",2018-01-12,22.2694
"1769",2018-01-13,22.158
"1770",2018-01-14,22.0737
"1771",2018-01-15,22.039
"1772",2018-01-16,21.7035
"1773",2018-01-17,21.6738
"1774",2018-01-18,21.6759
"1775",2018-01-19,20.7479
"1776",2018-01-20,20.9807
"1777",2018-01-21,21.1939
"1778",2018-01-22,20.8521
"1779",2018-01-23,20.6898
"1780",2018-01-24,20.0965
"1781",2018-01-25,20.2618
"1782",2018-01-26,21.1352
"1783",2018-01-27,20.9965
"1784",2018-01-28,20.8357
"1785",2018-01-29,20.8512
"1786",2018-01-30,20.8978
"1787",2018-01-31,20.8556
"1788",2018-02-01,20.7317
"1789",2018-02-02,20.8458
"1790",2018-02-03,20.5758
"1791",2018-02-04,20.4278
"1792",2018-02-05,20.4795
"1793",2018-02-06,20.3101
"1794",2018-02-07,20.4735
"1795",2018-02-08,20.6862
"1796",2018-02-09,20.3423
"1797",2018-02-10,20.2413
"1798",2018-02-11,20.4178
"1799",2018-02-12,20.7899
"1800",2018-02-13,20.3693
"1801",2018-02-14,20.4039
"1802",2018-02-15,20.3292
"1803",2018-02-16,20.0113
"1804",2018-02-17,20.7534
"1805",2018-02-18,21.2978
"1806",2018-02-19,20.3855
"1807",2018-02-20,20.0984
"1808",2018-02-21,20.2252
"1809",2018-02-22,20.2209
"1810",2018-02-23,20.3805
"1811",2018-02-24,20.4831
"1812",2018-02-25,20.072
"1813",2018-02-26,20.4964
"1814",2018-02-27,20.3044
"1815",2018-02-28,20.0289
"1816",2018-03-01,20.5009
"1817",2018-03-02,20.2225
"1818",2018-03-03,20.4843
"1819",2018-03-04,20.8958
"1820",2018-03-05,21.2388
"1821",2018-03-06,21.0675
"1822",2018-03-07,21.4116
"1823",2018-03-08,22.2897
"1824",2018-03-09,21.8908
"1825",2018-03-10,22.8688
"1826",2018-03-11,21.9281
"1827",2018-03-12,21.7616
"1828",2018-03-13,22.1652
"1829",2018-03-14,22.2172
"1830",2018-03-15,22.4735
"1831",2018-03-16,22.6231
"1832",2018-03-17,21.9562
"1833",2018-03-18,22.6307
"1834",2018-03-19,22.4067
"1835",2018-03-20,22.2966
"1836",2018-03-21,22.2759
"1837",2018-03-22,23.0962
"1838",2018-03-23,23.1164
"1839",2018-03-24,23.032
"1840",2018-03-25,24.1169
"1841",2018-03-26,24.3957
"1842",2018-03-27,24.7188
"1843",2018-03-28,24.9787
"1844",2018-03-29,25.5447
"1845",2018-03-30,25.7671
"1846",2018-03-31,25.6143
"1847",2018-04-01,25.4632
"1848",2018-04-02,25.1362
"1849",2018-04-03,24.8282
"1850",2018-04-04,23.672
"1851",2018-04-05,23.6472
"1852",2018-04-06,22.864
"1853",2018-04-07,23.3862
"1854",2018-04-08,23.866
"1855",2018-04-09,24.2808
"1856",2018-04-10,24.3975
"1857",2018-04-11,24.791
"1858",2018-04-12,24.7338
"1859",2018-04-13,24.2789
"1860",2018-04-14,23.6686
"1861",2018-04-15,24.5868
"1862",2018-04-16,24.1216
"1863",2018-04-17,24.6573
"1864",2018-04-18,25.0553
"1865",2018-04-19,24.8781
"1866",2018-04-20,24.8598
"1867",2018-04-21,25.1555
"1868",2018-04-22,25.1811
"1869",2018-04-23,25.3982
"1870",2018-04-24,25.3257
"1871",2018-04-25,25.2203
"1872",2018-04-26,25.4497
"1873",2018-04-27,25.5329
"1874",2018-04-28,25.7373
"1875",2018-04-29,25.9912
"1876",2018-04-30,25.5585
"1877",2018-05-01,26.1404
"1878",2018-05-02,25.9381
"1879",2018-05-03,26.2065
"1880",2018-05-04,26.4347
"1881",2018-05-05,26.4919
"1882",2018-05-06,27.6112
"1883",2018-05-07,28.0616
"1884",2018-05-08,28.6286
"1885",2018-05-09,28.4978
"1886",2018-05-10,28.2811
"1887",2018-05-11,28.0473
"1888",2018-05-12,28.489
"1889",2018-05-13,27.7015
"1890",2018-05-14,27.8183
"1891",2018-05-15,27.94
"1892",2018-05-16,27.3814
"1893",2018-05-17,27.1595
"1894",2018-05-18,27.7495
"1895",2018-05-19,27.5843
"1896",2018-05-20,28.4809
"1897",2018-05-21,29.2633
"1898",2018-05-22,29.1753
"1899",2018-05-23,29.3159
"1900",2018-05-24,28.5446
"1901",2018-05-25,29.2838
"1902",2018-05-26,29.907
"1903",2018-05-27,30.4316
"1904",2018-05-28,30.7443
"1905",2018-05-29,30.9053
"1906",2018-05-30,31.6467
"1907",2018-05-31,31.8812
"1908",2018-06-01,32.3858
"1909",2018-06-02,32.5597
"1910",2018-06-03,32.0246
"1911",2018-06-04,32.7179
"1912",2018-06-05,32.8519
"1913",2018-06-06,33.0155
"1914",2018-06-07,32.4028
"1915",2018-06-08,32.1108
"1916",2018-06-09,32.0198
"1917",2018-06-10,31.6205
"1918",2018-06-11,31.4763
"1919",2018-06-12,31.5871
"1920",2018-06-13,31.4513
"1921",2018-06-14,31.8214
"1922",2018-06-15,32.6149
"1923",2018-06-16,32.0702
"1924",2018-06-17,31.8848
"1925",2018-06-18,32.0155
"1926",2018-06-19,31.4554
"1927",2018-06-20,32.0857
"1928",2018-06-21,31.4166
"1929",2018-06-22,31.1341
"1930",2018-06-23,30.7283
"1931",2018-06-24,31.5238
"1932",2018-06-25,31.4259
"1933",2018-06-26,31.8287
"1934",2018-06-27,31.5836
"1935",2018-06-28,31.815
"1936",2018-06-29,31.9413
"1937",2018-06-30,32.3908
"1938",2018-07-01,32.248
"1939",2018-07-02,32.2112
"1940",2018-07-03,32.5883
"1941",2018-07-04,32.8271
"1942",2018-07-05,33.4493
"1943",2018-07-06,33.2204
"1944",2018-07-07,33.1951
"1945",2018-07-08,34.1219
"1946",2018-07-09,33.8839
"1947",2018-07-10,33.1542
"1948",2018-07-11,32.9057
"1949",2018-07-12,33.0782
"1950",2018-07-13,33.2705
"1951",2018-07-14,33.3264
"1952",2018-07-15,33.3405
"1953",2018-07-16,33.7271
"1954",2018-07-17,33.4724
"1955",2018-07-18,32.8693
"1956",2018-07-19,32.7064
"1957",2018-07-20,32.9692
"1958",2018-07-21,33.3865
"1959",2018-07-22,32.6598
"1960",2018-07-23,32.9003
"1961",2018-07-24,32.9038
"1962",2018-07-25,33.0147
"1963",2018-07-26,32.9192
"1964",2018-07-27,32.62
"1965",2018-07-28,32.0256
"1966",2018-07-29,32.637
"1967",2018-07-30,32.6786
"1968",2018-07-31,33.0466
"1969",2018-08-01,32.9965
"1970",2018-08-02,32.4875
"1971",2018-08-03,32.8551
"1972",2018-08-04,33.214
"1973",2018-08-05,33.3482
"1974",2018-08-06,32.6605
